Car_id,Dealer_Name,Dealer_No ,Phone,Dealer_Region
469,Rabun Used Car Sales,85257-3102,6369267,Scottsdale
470,Race Car Help,78758-7841,8875803,Austin
471,Ryder Truck Rental and Leasing,06457-3834,8001428,Middletown
472,Tri-State Mack Inc,85257-3102,7263050,Scottsdale
473,U-Haul CO,78758-7841,7631462,Austin
474,New Castle Ford Lincoln Mercury,60504-7114,6284138,Aurora
475,C & M Motors Inc,60504-7114,8505763,Aurora
476,Capitol KIA,38701-8047,7732717,Greenville
477,Chrysler of Tri-Cities,99301-3882,8974784,Pasco
478,Chrysler Plymouth,53546-9427,8608359,Janesville
479,Diehl Motor CO Inc,06457-3834,8403838,Janesville
480,Race Car Help,78758-7841,6356206,Austin
481,Gartner Buick Hyundai Saab,38701-8047,8414102,Austin
482,Hatfield Volkswagen,99301-3882,7379408,Janesville
483,Iceberg Rentals,53546-9427,7653538,Scottsdale
484,McKinney Dodge Chrysler Jeep,85257-3102,8365420,Austin
485,Motor Vehicle Branch Office,78758-7841,7214445,Middletown
486,Ryder Truck Rental and Leasing,06457-3834,8282706,Middletown
487,Saab-Belle Dodge,60504-7114,8232134,Aurora
488,Scrivener Performance Engineering,38701-8047,7033655,Greenville
489,Star Enterprises Inc,99301-3882,6677245,Pasco
490,Suburban Ford,53546-9427,7765322,Janesville
491,Tri-State Mack Inc,85257-3102,6872525,Scottsdale
492,U-Haul CO,78758-7841,6002998,Austin
493,Buddy Storbeck's Diesel Service Inc,06457-3834,8928661,Middletown
494,Chrysler of Tri-Cities,99301-3882,8973448,Greenville
495,Diehl Motor CO Inc,06457-3834,7123918,Austin
496,McKinney Dodge Chrysler Jeep,85257-3102,6464425,Scottsdale
497,Motor Vehicle Branch Office,78758-7841,7891405,Austin
498,Nebo Chevrolet,06457-3834,8246066,Middletown
499,New Castle Ford Lincoln Mercury,60504-7114,6362075,Aurora
500,Pars Auto Sales,38701-8047,6575531,Greenville
501,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7580953,Pasco
502,Saab-Belle Dodge,60504-7114,8011515,Aurora
503,Scrivener Performance Engineering,38701-8047,8527216,Greenville
504,Star Enterprises Inc,99301-3882,6784129,Pasco
505,Suburban Ford,53546-9427,8885364,Janesville
506,Tri-State Mack Inc,85257-3102,8226270,Austin
507,U-Haul CO,78758-7841,6478607,Austin
508,Progressive Shippers Cooperative Association No,53546-9427,8262408,Janesville
509,Rabun Used Car Sales,85257-3102,8851572,Scottsdale
510,Classic Chevy,85257-3102,7673891,Scottsdale
511,Clay Johnson Auto Sales,78758-7841,8054987,Austin
512,Diehl Motor CO Inc,06457-3834,8928430,Middletown
513,Enterprise Rent A Car,60504-7114,8812716,Aurora
514,Gartner Buick Hyundai Saab,38701-8047,8378169,Greenville
515,Suburban Ford,53546-9427,6261709,Janesville
516,Iceberg Rentals,53546-9427,7279330,Janesville
517,Tri-State Mack Inc,85257-3102,8198224,Austin
518,Nebo Chevrolet,06457-3834,8477827,Aurora
519,Chrysler of Tri-Cities,99301-3882,6608855,Austin
520,Pars Auto Sales,38701-8047,6541455,Pasco
521,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6631542,Janesville
522,Progressive Shippers Cooperative Association No,53546-9427,7135746,Scottsdale
523,Rabun Used Car Sales,85257-3102,6199090,Austin
524,Race Car Help,78758-7841,8486721,Middletown
525,Ryder Truck Rental and Leasing,06457-3834,7045405,Aurora
526,C & M Motors Inc,60504-7114,7135308,Aurora
527,Capitol KIA,38701-8047,6125793,Greenville
528,Chrysler of Tri-Cities,99301-3882,6285620,Pasco
529,Progressive Shippers Cooperative Association No,53546-9427,6616874,Janesville
530,Rabun Used Car Sales,85257-3102,8001056,Scottsdale
531,Race Car Help,78758-7841,6327667,Austin
532,Race Car Help,78758-7841,6677814,Austin
533,Ryder Truck Rental and Leasing,06457-3834,6918254,Middletown
534,Saab-Belle Dodge,60504-7114,8584566,Aurora
535,Motor Vehicle Branch Office,78758-7841,6835807,Austin
536,Nebo Chevrolet,06457-3834,7158561,Middletown
537,Pars Auto Sales,38701-8047,6906972,Greenville
538,Saab-Belle Dodge,60504-7114,7219042,Greenville
539,Scrivener Performance Engineering,38701-8047,7646137,Pasco
540,Star Enterprises Inc,99301-3882,6736254,Janesville
541,Chrysler Plymouth,53546-9427,8806094,Janesville
542,Classic Chevy,85257-3102,7485080,Scottsdale
543,Clay Johnson Auto Sales,78758-7841,8635781,Austin
544,Ryder Truck Rental and Leasing,06457-3834,7697275,Middletown
545,Saab-Belle Dodge,60504-7114,8326273,Aurora
546,Scrivener Performance Engineering,38701-8047,8675849,Greenville
547,Scrivener Performance Engineering,38701-8047,6852213,Greenville
548,Star Enterprises Inc,99301-3882,6289861,Pasco
549,Suburban Ford,53546-9427,7977359,Janesville
550,Pars Auto Sales,38701-8047,8118201,Greenville
551,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6466663,Pasco
552,Nebo Chevrolet,06457-3834,6020678,Middletown
553,Suburban Ford,53546-9427,6452383,Scottsdale
554,Tri-State Mack Inc,85257-3102,8521858,Austin
555,U-Haul CO,78758-7841,6438090,Middletown
556,Diehl Motor CO Inc,06457-3834,7283681,Middletown
557,Enterprise Rent A Car,60504-7114,8896135,Aurora
558,Star Enterprises Inc,99301-3882,8087925,Pasco
559,Suburban Ford,53546-9427,8380491,Janesville
560,Tri-State Mack Inc,85257-3102,6631477,Scottsdale
561,U-Haul CO,78758-7841,6536839,Austin
562,Rabun Used Car Sales,85257-3102,7007135,Scottsdale
563,Race Car Help,78758-7841,8832826,Austin
564,Progressive Shippers Cooperative Association No,53546-9427,6391264,Aurora
565,Rabun Used Car Sales,85257-3102,7998623,Greenville
566,Gartner Buick Hyundai Saab,38701-8047,8196804,Greenville
567,Hatfield Volkswagen,99301-3882,7972719,Pasco
568,Tri-State Mack Inc,85257-3102,8743071,Scottsdale
569,U-Haul CO,78758-7841,7705516,Austin
570,Buddy Storbeck's Diesel Service Inc,06457-3834,6466455,Middletown
571,C & M Motors Inc,60504-7114,6926317,Aurora
572,Race Car Help,78758-7841,6528347,Austin
573,Star Enterprises Inc,99301-3882,6321171,Pasco
574,Race Car Help,78758-7841,6948195,Pasco
575,Ryder Truck Rental and Leasing,06457-3834,8653853,Janesville
576,Iceberg Rentals,53546-9427,7390232,Janesville
577,Progressive Shippers Cooperative Association No,53546-9427,8773780,Janesville
578,Capitol KIA,38701-8047,8434935,Greenville
579,Scrivener Performance Engineering,38701-8047,8290004,Greenville
580,Saab-Belle Dodge,60504-7114,7872509,Scottsdale
581,McKinney Dodge Chrysler Jeep,85257-3102,8101678,Scottsdale
582,Motor Vehicle Branch Office,78758-7841,8755338,Austin
583,Chrysler of Tri-Cities,99301-3882,8573478,Pasco
584,Race Car Help,78758-7841,6182819,Austin
585,Chrysler of Tri-Cities,99301-3882,6272168,Pasco
586,Chrysler Plymouth,53546-9427,8125633,Janesville
587,Star Enterprises Inc,99301-3882,7478439,Pasco
588,Suburban Ford,53546-9427,7364033,Janesville
589,Scrivener Performance Engineering,38701-8047,7841055,Austin
590,Star Enterprises Inc,99301-3882,6027351,Middletown
591,Nebo Chevrolet,06457-3834,8291553,Middletown
592,New Castle Ford Lincoln Mercury,60504-7114,6295734,Aurora
593,Ryder Truck Rental and Leasing,06457-3834,8374673,Middletown
594,Saab-Belle Dodge,60504-7114,8675887,Aurora
595,Classic Chevy,85257-3102,7765301,Austin
596,Clay Johnson Auto Sales,78758-7841,8993047,Austin
597,Tri-State Mack Inc,85257-3102,6252638,Scottsdale
598,U-Haul CO,78758-7841,6316143,Austin
599,Suburban Ford,53546-9427,7991070,Aurora
600,Tri-State Mack Inc,85257-3102,8391158,Greenville
601,Pars Auto Sales,38701-8047,6498035,Greenville
602,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7947220,Pasco
603,Progressive Shippers Cooperative Association No,53546-9427,7479865,Janesville
604,Rabun Used Car Sales,85257-3102,6617011,Scottsdale
605,Race Car Help,78758-7841,7395060,Austin
606,Scrivener Performance Engineering,38701-8047,8862051,Greenville
607,Star Enterprises Inc,99301-3882,8442009,Pasco
608,Suburban Ford,53546-9427,8411665,Janesville
609,Tri-State Mack Inc,85257-3102,6977939,Scottsdale
610,U-Haul CO,78758-7841,6307214,Austin
611,Diehl Motor CO Inc,06457-3834,6871183,Middletown
612,Enterprise Rent A Car,60504-7114,7966597,Aurora
613,Gartner Buick Hyundai Saab,38701-8047,8943064,Greenville
614,Hatfield Volkswagen,99301-3882,8643987,Pasco
615,Iceberg Rentals,53546-9427,8869478,Janesville
616,Progressive Shippers Cooperative Association No,53546-9427,8978357,Janesville
617,Rabun Used Car Sales,85257-3102,8907733,Scottsdale
618,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6505188,Pasco
619,Ryder Truck Rental and Leasing,06457-3834,6015528,Middletown
620,Saab-Belle Dodge,60504-7114,6196377,Aurora
621,U-Haul CO,78758-7841,6805022,Pasco
622,Buddy Storbeck's Diesel Service Inc,06457-3834,8790801,Janesville
623,C & M Motors Inc,60504-7114,7851186,Scottsdale
624,Capitol KIA,38701-8047,6279351,Austin
625,Chrysler of Tri-Cities,99301-3882,6871210,Middletown
626,Ryder Truck Rental and Leasing,06457-3834,7221911,Middletown
627,Saab-Belle Dodge,60504-7114,7612460,Aurora
628,Buddy Storbeck's Diesel Service Inc,06457-3834,7343502,Middletown
629,C & M Motors Inc,60504-7114,7074236,Aurora
630,McKinney Dodge Chrysler Jeep,85257-3102,8283838,Scottsdale
631,Motor Vehicle Branch Office,78758-7841,7010511,Austin
632,Scrivener Performance Engineering,38701-8047,7683890,Greenville
633,Star Enterprises Inc,99301-3882,8092870,Pasco
634,Chrysler Plymouth,53546-9427,6936555,Aurora
635,Classic Chevy,85257-3102,6340172,Greenville
636,Scrivener Performance Engineering,38701-8047,8089010,Greenville
637,Star Enterprises Inc,99301-3882,8430439,Pasco
638,Suburban Ford,53546-9427,7031083,Janesville
639,Tri-State Mack Inc,85257-3102,8471190,Scottsdale
640,U-Haul CO,78758-7841,7774563,Austin
641,Progressive Shippers Cooperative Association No,53546-9427,8716913,Janesville
642,Rabun Used Car Sales,85257-3102,8732635,Scottsdale
643,Capitol KIA,38701-8047,8552255,Greenville
644,Chrysler of Tri-Cities,99301-3882,6299231,Pasco
645,Pars Auto Sales,38701-8047,6047672,Greenville
646,Classic Chevy,85257-3102,8039027,Scottsdale
647,Clay Johnson Auto Sales,78758-7841,6067809,Austin
648,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8932822,Pasco
649,Nebo Chevrolet,06457-3834,8267311,Middletown
650,Nebo Chevrolet,06457-3834,7557998,Middletown
651,New Castle Ford Lincoln Mercury,60504-7114,8255349,Aurora
652,Pars Auto Sales,38701-8047,7000246,Greenville
653,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8946990,Pasco
654,Progressive Shippers Cooperative Association No,53546-9427,7497712,Janesville
655,Rabun Used Car Sales,85257-3102,6698203,Scottsdale
656,Race Car Help,78758-7841,8175951,Austin
657,Progressive Shippers Cooperative Association No,53546-9427,6297123,Janesville
658,C & M Motors Inc,60504-7114,6457346,Aurora
659,U-Haul CO,78758-7841,6871530,Austin
660,Buddy Storbeck's Diesel Service Inc,06457-3834,7298842,Middletown
661,C & M Motors Inc,60504-7114,7395758,Aurora
662,Capitol KIA,38701-8047,8094001,Greenville
663,Chrysler of Tri-Cities,99301-3882,6460680,Pasco
664,Clay Johnson Auto Sales,78758-7841,6047744,Pasco
665,Diehl Motor CO Inc,06457-3834,8695032,Janesville
666,Enterprise Rent A Car,60504-7114,8690167,Scottsdale
667,Gartner Buick Hyundai Saab,38701-8047,7293514,Austin
668,Hatfield Volkswagen,99301-3882,8436885,Janesville
669,Iceberg Rentals,53546-9427,7077011,Scottsdale
670,McKinney Dodge Chrysler Jeep,85257-3102,8369000,Austin
671,Ryder Truck Rental and Leasing,06457-3834,7647213,Middletown
672,Saab-Belle Dodge,60504-7114,7963029,Aurora
673,Scrivener Performance Engineering,38701-8047,6762376,Greenville
674,Gartner Buick Hyundai Saab,38701-8047,6630663,Greenville
675,Hatfield Volkswagen,99301-3882,7052296,Pasco
676,Iceberg Rentals,53546-9427,7485792,Janesville
677,Ryder Truck Rental and Leasing,06457-3834,8455241,Middletown
678,Saab-Belle Dodge,60504-7114,8518048,Aurora
679,Scrivener Performance Engineering,38701-8047,6364671,Greenville
680,Chrysler Plymouth,53546-9427,8136922,Janesville
681,Classic Chevy,85257-3102,7685288,Scottsdale
682,Clay Johnson Auto Sales,78758-7841,7576050,Austin
683,Motor Vehicle Branch Office,78758-7841,6892551,Middletown
684,Nebo Chevrolet,06457-3834,7367118,Aurora
685,New Castle Ford Lincoln Mercury,60504-7114,6066163,Greenville
686,Star Enterprises Inc,99301-3882,6594733,Pasco
687,Suburban Ford,53546-9427,8853560,Janesville
688,Tri-State Mack Inc,85257-3102,8724372,Scottsdale
689,U-Haul CO,78758-7841,8769804,Austin
690,Buddy Storbeck's Diesel Service Inc,06457-3834,7446612,Middletown
691,C & M Motors Inc,60504-7114,8795584,Aurora
692,Capitol KIA,38701-8047,7004631,Greenville
693,Chrysler of Tri-Cities,99301-3882,8582417,Pasco
694,Chrysler Plymouth,53546-9427,8002189,Janesville
695,Classic Chevy,85257-3102,7616743,Scottsdale
696,Clay Johnson Auto Sales,78758-7841,8520184,Austin
697,Diehl Motor CO Inc,06457-3834,7570002,Middletown
698,Enterprise Rent A Car,60504-7114,7415369,Aurora
699,Gartner Buick Hyundai Saab,38701-8047,6388783,Greenville
700,Hatfield Volkswagen,99301-3882,8165740,Pasco
701,Iceberg Rentals,53546-9427,8052947,Janesville
702,McKinney Dodge Chrysler Jeep,85257-3102,7043970,Scottsdale
703,Motor Vehicle Branch Office,78758-7841,8443641,Austin
704,Nebo Chevrolet,06457-3834,6325329,Middletown
705,New Castle Ford Lincoln Mercury,60504-7114,6146754,Aurora
706,Pars Auto Sales,38701-8047,6875824,Greenville
707,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6932836,Pasco
708,Progressive Shippers Cooperative Association No,53546-9427,8763502,Janesville
709,Rabun Used Car Sales,85257-3102,6684119,Scottsdale
710,Race Car Help,78758-7841,6772475,Austin
711,Ryder Truck Rental and Leasing,06457-3834,7082422,Middletown
712,Saab-Belle Dodge,60504-7114,6352675,Aurora
713,Enterprise Rent A Car,60504-7114,7651983,Aurora
714,Star Enterprises Inc,99301-3882,8341037,Pasco
715,Tri-State Mack Inc,85257-3102,8134310,Austin
716,Tri-State Mack Inc,85257-3102,6161192,Scottsdale
717,U-Haul CO,78758-7841,6036066,Austin
718,Star Enterprises Inc,99301-3882,8317341,Pasco
719,Suburban Ford,53546-9427,7741174,Janesville
720,Tri-State Mack Inc,85257-3102,7143669,Scottsdale
721,U-Haul CO,78758-7841,6077625,Austin
722,Progressive Shippers Cooperative Association No,53546-9427,8442971,Janesville
723,Rabun Used Car Sales,85257-3102,6434323,Scottsdale
724,Race Car Help,78758-7841,6099899,Austin
725,Ryder Truck Rental and Leasing,06457-3834,7770959,Middletown
726,Saab-Belle Dodge,60504-7114,8664416,Aurora
727,Scrivener Performance Engineering,38701-8047,8715850,Greenville
728,Star Enterprises Inc,99301-3882,6722600,Pasco
729,Suburban Ford,53546-9427,7381956,Janesville
730,Tri-State Mack Inc,85257-3102,8528664,Scottsdale
731,U-Haul CO,78758-7841,6135948,Austin
732,Buddy Storbeck's Diesel Service Inc,06457-3834,8151504,Middletown
733,C & M Motors Inc,60504-7114,7449262,Aurora
734,Diehl Motor CO Inc,06457-3834,6263525,Middletown
735,Enterprise Rent A Car,60504-7114,7912705,Aurora
736,Gartner Buick Hyundai Saab,38701-8047,6023526,Greenville
737,Star Enterprises Inc,99301-3882,7528573,Pasco
738,Iceberg Rentals,53546-9427,8022456,Janesville
739,McKinney Dodge Chrysler Jeep,85257-3102,6342871,Scottsdale
740,Motor Vehicle Branch Office,78758-7841,6750650,Austin
741,Nebo Chevrolet,06457-3834,6539279,Middletown
742,Pars Auto Sales,38701-8047,6837486,Greenville
743,Pars Auto Sales,38701-8047,8578439,Greenville
744,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6388852,Pasco
745,Progressive Shippers Cooperative Association No,53546-9427,7494828,Janesville
746,Progressive Shippers Cooperative Association No,53546-9427,8452077,Janesville
747,Race Car Help,78758-7841,8774114,Austin
748,Ryder Truck Rental and Leasing,06457-3834,8518126,Middletown
749,Saab-Belle Dodge,60504-7114,8674116,Aurora
750,Pars Auto Sales,38701-8047,6928011,Pasco
751,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7307787,Janesville
752,Progressive Shippers Cooperative Association No,53546-9427,8364695,Scottsdale
753,Rabun Used Car Sales,85257-3102,7944509,Austin
754,Race Car Help,78758-7841,7984884,Middletown
755,Ryder Truck Rental and Leasing,06457-3834,6585874,Aurora
756,Saab-Belle Dodge,60504-7114,6441543,Greenville
757,Scrivener Performance Engineering,38701-8047,8060024,Pasco
758,Star Enterprises Inc,99301-3882,7257825,Janesville
759,Suburban Ford,53546-9427,7973660,Scottsdale
760,Tri-State Mack Inc,85257-3102,6987956,Austin
761,U-Haul CO,78758-7841,8258579,Middletown
762,Progressive Shippers Cooperative Association No,53546-9427,7861469,Aurora
763,Rabun Used Car Sales,85257-3102,7174238,Greenville
764,Race Car Help,78758-7841,6532602,Pasco
765,Ryder Truck Rental and Leasing,06457-3834,6001209,Janesville
766,McKinney Dodge Chrysler Jeep,85257-3102,7797157,Scottsdale
767,Motor Vehicle Branch Office,78758-7841,7268434,Austin
768,Progressive Shippers Cooperative Association No,53546-9427,8216814,Janesville
769,Rabun Used Car Sales,85257-3102,8334184,Scottsdale
770,Capitol KIA,38701-8047,7475999,Greenville
771,Chrysler of Tri-Cities,99301-3882,6428270,Pasco
772,Scrivener Performance Engineering,38701-8047,7817888,Greenville
773,Chrysler Plymouth,53546-9427,8653420,Janesville
774,Saab-Belle Dodge,60504-7114,8711758,Scottsdale
775,Scrivener Performance Engineering,38701-8047,6478941,Austin
776,Nebo Chevrolet,06457-3834,6586282,Middletown
777,New Castle Ford Lincoln Mercury,60504-7114,7645687,Aurora
778,Pars Auto Sales,38701-8047,6548230,Greenville
779,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6024425,Pasco
780,Race Car Help,78758-7841,7759810,Austin
781,Ryder Truck Rental and Leasing,06457-3834,7921183,Middletown
782,Saab-Belle Dodge,60504-7114,6154666,Aurora
783,Scrivener Performance Engineering,38701-8047,8832415,Greenville
784,Chrysler Plymouth,53546-9427,7232489,Janesville
785,Classic Chevy,85257-3102,8000061,Scottsdale
786,Clay Johnson Auto Sales,78758-7841,6129154,Austin
787,Diehl Motor CO Inc,06457-3834,6826319,Middletown
788,Suburban Ford,53546-9427,8930793,Janesville
789,Tri-State Mack Inc,85257-3102,7870285,Scottsdale
790,U-Haul CO,78758-7841,8103828,Austin
791,Progressive Shippers Cooperative Association No,53546-9427,8628055,Janesville
792,Star Enterprises Inc,99301-3882,8983460,Middletown
793,Suburban Ford,53546-9427,8345441,Aurora
794,Tri-State Mack Inc,85257-3102,7101800,Greenville
795,U-Haul CO,78758-7841,7503900,Pasco
796,Progressive Shippers Cooperative Association No,53546-9427,6740906,Janesville
797,Rabun Used Car Sales,85257-3102,8064818,Scottsdale
798,Race Car Help,78758-7841,7807481,Austin
799,Ryder Truck Rental and Leasing,06457-3834,6010659,Middletown
800,Saab-Belle Dodge,60504-7114,8092134,Aurora
801,Scrivener Performance Engineering,38701-8047,8152791,Greenville
802,Star Enterprises Inc,99301-3882,6826177,Pasco
803,Suburban Ford,53546-9427,8836166,Janesville
804,Star Enterprises Inc,99301-3882,6790398,Pasco
805,Scrivener Performance Engineering,38701-8047,8551646,Greenville
806,Tri-State Mack Inc,85257-3102,6799776,Scottsdale
807,Star Enterprises Inc,99301-3882,8901635,Pasco
808,Buddy Storbeck's Diesel Service Inc,06457-3834,6369393,Middletown
809,C & M Motors Inc,60504-7114,8120812,Aurora
810,Capitol KIA,38701-8047,6597430,Greenville
811,Chrysler of Tri-Cities,99301-3882,8230754,Pasco
812,Enterprise Rent A Car,60504-7114,8920963,Aurora
813,Gartner Buick Hyundai Saab,38701-8047,6884967,Greenville
814,Hatfield Volkswagen,99301-3882,6633607,Pasco
815,Iceberg Rentals,53546-9427,7697601,Janesville
816,McKinney Dodge Chrysler Jeep,85257-3102,7297362,Scottsdale
817,Motor Vehicle Branch Office,78758-7841,7149864,Austin
818,Nebo Chevrolet,06457-3834,8840430,Middletown
819,New Castle Ford Lincoln Mercury,60504-7114,6308303,Aurora
820,Rabun Used Car Sales,85257-3102,6941539,Scottsdale
821,Saab-Belle Dodge,60504-7114,7141544,Aurora
